text_id,text,synset_id,synset_word
t0000001286,Одооны цэрэг жил орчмын хугацаатай тул хоёр долоо хоногт амжин хөл гарын#0000001286 будлианаа цэгцлээд тангаргаа өргөн эх орноо манах юм байна,17,гар
t0000001287,"Сүүлийн үед жил бүрийн улс тунхагласны түүхт#0000001287 өдрөөр тохиолдуулан "" каринтины баяр"" болдог болжээ",49,түүх
t0000001288,Монгол Улсын төрийн#0000001288  дуулал эгшиглэлээ,47,төр
t0000001289,Дайны үед гар#0000001289 утас болон түүний дахин дамжуулах станц энэ тэр хамгийн найдваргүй холбоогоор тооцогддог,17,гар
t0000001290,Хар тэнэг толгой энэ мангарын гарт#0000001290 үрэгдэх нь бололтой гэж бодож явлаа.,17,гар
t0000001291,Олон улсын хандивлагч байгууллагууд манай төр#0000001291 засгийн хүсэлтийн дагуу ийм хөтөлбөр хэрэгжүүлэхэд тусалж дэмжихэд бэлэн байгаа аж,47,төр
t0000001292,Төмөр хатагтай Маргерет Тетчер ил гал зуухыг хориглож байсан түүх#0000001292 ч байдаг аж,49,түүх
t0000001293,"Одооны дамждаг хоёр өрөө байрны#0000001293 нийт талбай 29 метр квадрат гэхээр энэ бол боломжийн зайтай, хямд орон сууц гэдэг нь ойлгомжтой",9,байр
t0000001294,"ДЭМБ агаарын бохирдлын хор хохирлыг судлаад байгаль орчин, эрүүл#0000001294 ахуйн сургалт семинарыг гурван жилийн хугацаанд явуулж иржээ",68,эрүүл
t0000001295,"Ажил хаяад долоо хонож буй ""Шарын гол""#0000001295 ХК-ийн нүүрсний уурхайд очиж сурвалжилснаа хүргэж байна",20,гол
t0000001296,"<< Бүх төрлийн тээвэр, холбооны салбарт шинжлэх ухаан техникийн ололтыг нэвтрүүлэх, хөдлөх бүрэлдэхүүн, техник хэрэгслийн эдэлгээ, ашиглалтыг сайжруулж, ажлын чанар, үр ашгийг хэлбэрэлтгүй дээшлүүлэх үндсэн дээр улс ардын аж ахуйн ачаа болон хүн тээвэр, үйлчилгээний өсөн нэмэгдэж байгаа хэрэгцээг аль болох бүрэн дүүрэн хангахад эдгээр салбарын гол#0000001296 зорилт оршино >> гэж МАХН-ын XIX их хурлаас тээвэр, холбооны салбарын ажилтан, ажилчид түүний дотор төмөр замчдын гол зорилтыг тодорхойлон юм",19,гол
t0000001297,"<< Бүх төрлийн тээвэр, холбооны салбарт шинжлэх ухаан техникийн ололтыг нэвтрүүлэх, хөдлөх бүрэлдэхүүн, техник хэрэгслийн эдэлгээ, ашиглалтыг сайжруулж, ажлын чанар, үр ашгийг хэлбэрэлтгүй дээшлүүлэх үндсэн дээр улс ардын аж ахуйн ачаа болон хүн тээвэр, үйлчилгээний өсөн нэмэгдэж байгаа хэрэгцээг аль болох бүрэн дүүрэн хангахад эдгээр салбарын гол зорилт оршино >> гэж МАХНын XIX их хурлаас тээвэр, холбооны салбарын ажилтан, ажилчид түүний дотор төмөр замчдын гол#0000001297 зорилтыг тодорхойлон юм",19,гол
t0000001298,/Энэ хэсэгт  оны  дугаар сарын#0000001298 03-ны өдрийн хуулиар өөрчлөлт орсон/,43,сар
t0000001299,"Тиймээс эх орончдын баг#0000001299 өмссөн эх оронгүйчүүлийн ""төр"" ард түмнээ улам харанхуй болгохын төлөө нарийн ""дотор"" хар ухаан сийлж суугаа чинь он улирах тутам хэнд ч ойлгомжтой болсоор байна",7,баг
t0000001300,"Тэгээд ч ард түмний нэр барьж улс төрийн#0000001300 бизнес хийдэг,  жагсаалчин цуглаачин биш болохоор Монголын заяа хаячихаагүй бол сайн цаг ирнэ хэмээн хий итгээд нам сууж, сэм залбирч болох л байлаа",47,төр
t0000001301,"Тэгээд ч ард түмний нэр барьж улс төрийн бизнес хийдэг,#0000001301  жагсаалчин цуглаачин биш болохоор Монголын заяа хаячихаагүй бол сайн цаг ирнэ хэмээн хий итгээд нам сууж, сэм залбирч болох л байлаа",54,хий
t0000001302,"Хэн гээч ""гэгээн бурхан"" тэдний зүүдэнд морилоод, эсвэл хэн гээч ""саруул оюунтан"" тэдний чихэнд ""уран зохиол шиг утгагүй хийгээд хоцрогдсон хичээл"" байхгүй гэж шивнээд, зөн совиндоо итгэсэн ""тэд нар"" нүүрээ#0000001302 ч угаалгүй албандаа гүйж ирээд  нуухтай нүдээ нухан байж монгол хэл, уран зохиол гэсэн зорилго тусдаа хоёр хичээлийг нэгтгэж, дунд сургуульд үзэх цагийг нь яагаад дур мэдэн хассан юм бол оо",39,нүүр
t0000001303,"Хэн гээч ""гэгээн бурхан"" тэдний зүүдэнд морилоод, эсвэл хэн гээч ""саруул оюунтан"" тэдний чихэнд ""уран зохиол шиг утгагүй хийгээд хоцрогдсон хичээл"" байхгүй гэж шивнээд, зөн совиндоо итгэсэн ""тэд нар"" нүүрээ ч угаалгүй албандаа гүйж ирээд  нуухтай нүдээ#0000001303 нухан байж монгол хэл, уран зохиол гэсэн зорилго тусдаа хоёр хичээлийг нэгтгэж, дунд сургуульд үзэх цагийг нь яагаад дур мэдэн хассан юм бол оо",37,нүд
t0000001304,"Магадгүй хүчинд автагдаж, мөнгөнд#0000001304 булагдаад өөрийн эрхгүй ийм шийдвэр гаргасан  биз хэмээн ""аргагүй хамгаалалт"" хэтрүүлсэн гэдэг шиг уучилж ойлгохыг хичээлээ",33,мөнгө
t0000001305,"Магадгүй хүчинд автагдаж, мөнгөнд булагдаад өөрийн эрхгүй ийм шийдвэр гаргасан#0000001305  биз хэмээн ""аргагүй хамгаалалт"" хэтрүүлсэн гэдэг шиг уучилж ойлгохыг хичээлээ",16,гар
t0000001306,Зөвхөн монгол хэлт уран зохиолыг ч бус дэлхийн сонгодог уран зохиолын гайхамшигт ертөнцийг ирээдүйн оюун санаанд гүн#0000001306 бат суулгаж өгөхийг бодох цаг болжээ,22,гүн
t0000001307,"Яруу сайхнаар сэтгэх хэрэглээ хүний хэрэгцээнээс гарч#0000001307 дандаа л тооны машин, тооцоолох хэрэгслийн гар хөл болчихоогүй юм бол уран зохиол буюу уран сайхнаар сэтгэж гоо сайхныг төрүүлэх үгийн ""урлаг"" оршсоор байх бус уу? Тэгээд ч хүн хүн шиг байхын гол шалгуур нь зүрх сэтгэлдээ байхаас зүүлт чимэгтээ байдаггүй гэдгийг эрхмүүд юу эс андах вэ",16,гар
t0000001308,"Яруу сайхнаар сэтгэх хэрэглээ хүний хэрэгцээнээс гарч дандаа л тооны машин, тооцоолох хэрэгслийн гар#0000001308 хөл болчихоогүй юм бол уран зохиол буюу уран сайхнаар сэтгэж гоо сайхныг төрүүлэх үгийн ""урлаг"" оршсоор байх бус уу? Тэгээд ч хүн хүн шиг байхын гол шалгуур нь зүрх сэтгэлдээ байхаас зүүлт чимэгтээ байдаггүй гэдгийг эрхмүүд юу эс андах вэ",17,гар
t0000001309,"Яруу сайхнаар сэтгэх хэрэглээ хүний хэрэгцээнээс гарч дандаа л тооны машин, тооцоолох хэрэгслийн гар хөл болчихоогүй юм бол уран зохиол буюу уран сайхнаар сэтгэж гоо сайхныг төрүүлэх#0000001309 үгийн ""урлаг"" оршсоор байх бус уу? Тэгээд ч хүн хүн шиг байхын гол шалгуур нь зүрх сэтгэлдээ байхаас зүүлт чимэгтээ байдаггүй гэдгийг эрхмүүд юу эс андах вэ",48,төр
t0000001310,"Яруу сайхнаар сэтгэх хэрэглээ хүний хэрэгцээнээс гарч дандаа л тооны машин, тооцоолох хэрэгслийн гар хөл болчихоогүй юм бол уран зохиол буюу уран сайхнаар сэтгэж гоо сайхныг төрүүлэх үгийн ""урлаг"" оршсоор байх бус уу? Тэгээд ч хүн хүн шиг байхын гол#0000001310 шалгуур нь зүрх сэтгэлдээ байхаас зүүлт чимэгтээ байдаггүй гэдгийг эрхмүүд юу эс андах вэ",19,гол
t0000001311,Хуучин багш нараа шинэчлэх ажлыг бодлогоор л хийхээс ийм тийм гэсэн таамгаар хийдэггүйг#0000001311 эрхбиш та нар минь мэдмээр юм даа,54,хий
t0000001312,"Шийдвэр гүйцэтгэх алба нь хорихоос өөр төрлийн ялыг буюу торгох, албадан ажил хийлгэх,#0000001312 тэнсэн ялтай хүмүүст шийдвэрийг гүйцэтгүүлэх үүрэг бүхий байгууллага",54,хий
t0000001313,"Энэ үеэр юу яригдав? энэ сарын#0000001313 25-ны өдөр Нийслэлийн Шийдвэр биелүүлэх гүйцэтгэх албаны хамт олонтой өнгөрсөн оныхоо ажлыг дүгнэх, хэрэгжүүлэх зорилтуудыг зөвлөлдсөн семинар боллоо",43,сар
t0000001314,Үүнийг биелүүлэхийн тулд өнгөрсөн оны аравдугаар сард#0000001314 45 хоногийн аян зохиож байсан нь өнөөдөр ийм үр дүнтэй байгаа болов уу,43,сар
t0000001315,"""Ганц худаг""ийн урьдчилан хорих байранд#0000001315 нас барсан хүний тоо жил ирэх тусам ихсээд байгаа",9,байр
t0000001316,"Анх гөрөөс алснаас нь бүр аягүй санагдаж, нүдэнд#0000001316 нь тугаарын үхсэн Шар махчингуудын цус нөж болсон амь тавих үес мэсийн яр, бэрд зовон , муухай ярвайсан царай нь үзэгдэх мэт, ойн харанхуйд тов тодхон , шөнийн түмэн хард ив илхэн, нүд анивч харагдаад эцгийн хойноос дэмий л алхаж явахад нь эцэг нь хүүгийн санааг тааж, гараас нь атгаад,",37,нүд
t0000001317,"Анх гөрөөс алснаас нь бүр аягүй санагдаж, нүдэнд нь тугаарын үхсэн Шар махчингуудын цус нөж болсон амь тавих үес мэсийн яр, бэрд зовон , муухай ярвайсан царай нь үзэгдэх мэт, ойн харанхуйд тов тодхон , шөнийн түмэн хард ив илхэн, нүд#0000001317 анивч харагдаад эцгийн хойноос дэмий л алхаж явахад нь эцэг нь хүүгийн санааг тааж, гараас нь атгаад,",37,нүд
t0000001318,"Анх гөрөөс алснаас нь бүр аягүй санагдаж, нүдэнд нь тугаарын үхсэн Шар махчингуудын цус нөж болсон амь тавих үес мэсийн яр, бэрд зовон , муухай ярвайсан царай нь үзэгдэх мэт, ойн харанхуйд тов тодхон , шөнийн түмэн хард ив илхэн, нүд анивч харагдаад эцгийн хойноос дэмий л алхаж явахад нь эцэг нь хүүгийн санааг тааж, гараас#0000001318 нь атгаад,",17,гар
t0000001319,Морины сэгэн дээр очиход түүний хөдөлгөөнгүй болсон өрөөсөн тунгалаг нүд#0000001319 <<чамаас л боллоо>> гэх мэт ажээ,37,нүд
t0000001320,"Тэнд, уужим хөндийн#0000001320 зул болсон нь юув?",58,хөндий
t0000001321,"Эдгээр журамнуудыг Хууль зүй, дотоод хэргийн яаманд бүртгүүлж гуравдугаар сарын#0000001321 1-нээс мөрдүүлэх юм",43,сар
t0000001322,Одоо юу хийх#0000001322 нь зөв гэж үзэж байна? -Ер нь яах вэ дээ,54,хий
t0000001323,Үүнийг гаальчдадаа хүртээмжтэй байдлаар гаргахын тулд миний ойлгож байгаагаар бол мөнгөн#0000001323 хэлбэрээр олгох нь зөв юм,33,мөнгө
t0000001324,Үүнийг яаж арилгах аргыг томъёолохдоо хамтарсан хяналт шалгалт хийх#0000001324 зарчмаа тохирчих юм бол чөлөөтэй нэвтрэх боломж бүрдэх жишээтэй,54,хий
t0000001325,Ийм зүйл хийхэд#0000001325 хоёр орны гаальчдын төвшин адилхан байх шаардлагатай,54,хий
t0000001326,Ноолуур ноолуурдаа угаасан ноолуур эрсдэлтэй бараанд#0000001326 тооцогдох болов уу гэж бодож байна,14,бараа
t0000001327,Ачаа хүлээн авах газарт биднийг оруулаад гарч#0000001327 болохгүй гэсэн,16,гар
t0000001328,Энэ хоёр зорчигч дээр наймаа хийдэг#0000001328 хоёр залуу нэмэгдээд нийт дөрвөн зорчигч барьцаанд үлдсэн,54,хий
t0000001329,Дөрвөн залуу өмсөж явсан малгайгаа доош нь татаж баг#0000001329 болгоод бүгд байлдааны буугаар зэвсэглэсэн,8,баг
t0000001330,Сургуулилт байсан гэж ярьж байгаа боловч иргэдээ айдас түгшүүрт автуулж бухимдалтай нийгэмд бүр бухимдлыг дэвэргэж бодлогогүй зүйл хийсэнд#0000001330 нь харамсч байна,54,хий
t0000001331,Хэрэв барьцаанд орсон хүмүүс өрсөж амиа аваръя гээд тухайн үед гар#0000001331 нийлэн хөдөлсөн бол яах вэ,17,гар
t0000001332,Спортын хүний хувьд хэлэхэд тийм байдалд орвол барьцаалагчдыг нам цохиод унагачихъя гэсэн бодол төрөх#0000001332 байсан байх,48,төр
t0000001333,Банк бус санхүүгийн байгууллагын санхүүгийн тайлангийн үзүүлэлтүүд нь олон улсын жишгийг үндэслэн Санхүүгийн зохицуулах хорооноос тогтоосон нягтлан бодох бүртгэлийн зарчимд нийцсэн байна /Энэ хэсэгт  оны  дүгээр сарын#0000001333 17-ны өдрийн хуулиар өөрчлөлт орсон/.,43,сар
t0000001334,"Үүнээс болж нэг сумын нутаг дээр гурван яам, газрын шугамаар ажиглалт, хэмжилт явуулж, нэг голын#0000001334 уснаас зэрэг зэрэг дээж авч, ихээхэн анализ хийх мэтээр үргүй зардал гаргаж хүч хөрөнгө давхар давхар үрээж байна",20,гол
t0000001335,"Үүнээс болж нэг сумын нутаг дээр гурван яам, газрын шугамаар ажиглалт, хэмжилт явуулж, нэг голын уснаас зэрэг зэрэг дээж авч, ихээхэн анализ хийх#0000001335 мэтээр үргүй зардал гаргаж хүч хөрөнгө давхар давхар үрээж байна",54,хий
t0000001336,"Өнөө жил мөрдөж байгаа улсын хэмжээний дундаж норматив нь дотоод хэрэгцээнд хэрэглэсэн зуун#0000001336  хонины арьсны 30, ямааны арьсны 20, үхрийн ширний 15-ыг тухайн аж ахуйн өөртөө үлдэх, үхэж хорогдсон малын арьс ширийг бүтэн авч чадсан аж ахуй түүнийхээ 20-30 хувийг өөртөө үлдээх боломжтой байна",29,зуу
t0000001337,"Хээр халзаныг нь татангуут Дагдан мориноосоо үсрэн бууж Хотоншувууны хошуугаар хийсэн#0000001337 хусуураа барьсаар гүйж ирээд хэдэн зуун  морины тоосон дундаас гарч иртлээ нүүр нүдгүй шороонд дарагдсан бүлтгэрхэн хүүгээ тэврэн авч духан дээр нь үнсэхдээ тэсгэлгүй асгарсан нулимсаа ханцуйгаараа арчиж, хошууран дагасан олноор хаанахын хэний морь вэ хэмээн шуугилдахад,",54,хий
t0000001338,"Хээр халзаныг нь татангуут Дагдан мориноосоо үсрэн бууж Хотоншувууны хошуугаар хийсэн хусуураа барьсаар гүйж ирээд хэдэн зуун#0000001338  морины тоосон дундаас гарч иртлээ нүүр нүдгүй шороонд дарагдсан бүлтгэрхэн хүүгээ тэврэн авч духан дээр нь үнсэхдээ тэсгэлгүй асгарсан нулимсаа ханцуйгаараа арчиж, хошууран дагасан олноор хаанахын хэний морь вэ хэмээн шуугилдахад,",29,зуу
t0000001339,"Хээр халзаныг нь татангуут Дагдан мориноосоо үсрэн бууж Хотоншувууны хошуугаар хийсэн хусуураа барьсаар гүйж ирээд хэдэн зуун морины тоосон дундаас гарч#0000001339 иртлээ нүүр нүдгүй шороонд дарагдсан бүлтгэрхэн хүүгээ тэврэн авч духан дээр нь үнсэхдээ тэсгэлгүй асгарсан нулимсаа ханцуйгаараа арчиж, хошууран дагасан олноор хаанахын хэний морь вэ хэмээн шуугилдахад,",16,гар
t0000001340,"Хээр халзаныг нь татангуут Дагдан мориноосоо үсрэн бууж Хотоншувууны хошуугаар хийсэн хусуураа барьсаар гүйж ирээд хэдэн зуун морины тоосон дундаас гарч иртлээ нүүр#0000001340 нүдгүй шороонд дарагдсан бүлтгэрхэн хүүгээ тэврэн авч духан дээр нь үнсэхдээ тэсгэлгүй асгарсан нулимсаа ханцуйгаараа арчиж, хошууран дагасан олноор хаанахын хэний морь вэ хэмээн шуугилдахад,",39,нүүр
t0000001341,"Хээр халзаныг нь татангуут Дагдан мориноосоо үсрэн бууж Хотоншувууны хошуугаар хийсэн хусуураа барьсаар гүйж ирээд хэдэн зуун морины тоосон дундаас гарч иртлээ нүүр нүдгүй#0000001341 шороонд дарагдсан бүлтгэрхэн хүүгээ тэврэн авч духан дээр нь үнсэхдээ тэсгэлгүй асгарсан нулимсаа ханцуйгаараа арчиж, хошууран дагасан олноор хаанахын хэний морь вэ хэмээн шуугилдахад,",37,нүд
t0000001342,"Уснаас гарсан#0000001342 морь дэргэд нь ирж, эргийн сахлаг борогноос цас шажигнуулан үмхэлж, өвс даган аманд нь орсон ганц нэг тал хомоолыг уруулын завсраар сэмхэн гарган хаяна",16,гар
t0000001343,"Уснаас гарсан морь дэргэд нь ирж, эргийн сахлаг борогноос цас шажигнуулан үмхэлж, өвс даган аманд#0000001343 нь орсон ганц нэг тал хомоолыг уруулын завсраар сэмхэн гарган хаяна",3,ам
t0000001344,"Уснаас гарсан морь дэргэд нь ирж, эргийн сахлаг борогноос цас шажигнуулан үмхэлж, өвс даган аманд нь орсон ганц нэг тал хомоолыг уруулын завсраар сэмхэн гарган#0000001344 хаяна",16,гар
t0000001345,Гэтэл гэнэт хонь майлалдах чимээ гарав.#0000001345,16,гар
t0000001346,Одоо өдөрт зориуд орж сууж байя байз>> гэж шийдсэн хэр нь гэртээ ормогцоо энэ тэр юм хийж#0000001346 ингэж тэгсээр мартагнан мөн л бахь байдгаараа зарим өдөр бараа бараагаа харалцаад ч өнгөрөх өдөр байдаг л байлаа,54,хий
t0000001347,Одоо өдөрт зориуд орж сууж байя байз>> гэж шийдсэн хэр нь гэртээ ормогцоо энэ тэр юм хийж ингэж тэгсээр мартагнан мөн л бахь байдгаараа зарим өдөр бараа#0000001347 бараагаа харалцаад ч өнгөрөх өдөр байдаг л байлаа,15,бараа
t0000001348,Одоо өдөрт зориуд орж сууж байя байз>> гэж шийдсэн хэр нь гэртээ ормогцоо энэ тэр юм хийж ингэж тэгсээр мартагнан мөн л бахь байдгаараа зарим өдөр бараа бараагаа#0000001348 харалцаад ч өнгөрөх өдөр байдаг л байлаа,15,бараа
t0000001349,"Түүний зэрэгцээ энэ тэр ажлаа их л удаан амжуулж, яль шальгүй гар#0000001349 хөлийн үзүүрээр хийчих юманд заавал зав зай хайх тул түүний ажил барагдаж зав гарах нь ч ховор",17,гар
t0000001350,"Түүний зэрэгцээ энэ тэр ажлаа их л удаан амжуулж, яль шальгүй гар хөлийн үзүүрээр хийчих#0000001350 юманд заавал зав зай хайх тул түүний ажил барагдаж зав гарах нь ч ховор",54,хий
t0000001351,Өмнө нь ямар ажил хийж#0000001351 байв? -1980 оноос эхлээд одоог хүртэл моторсоос капитан хүртэл 28 жил ажиллаж байна даа,54,хий
t0000001352,"Далай гэсэж эхлэх үеэс буюу зургадугаар сарын#0000001352 10-наас эхлээд арванхоёрдугаар сарын 10 хүртэл, мөс хөлдөхөд шөнө болгон тасралтгүй явж байсан",43,сар
t0000001353,"Далай гэсэж эхлэх үеэс буюу зургадугаар сарыннаас эхлээд арванхоёрдугаар сарын#0000001353 10 хүртэл, мөс хөлдөхөд шөнө болгон тасралтгүй явж байсан",43,сар
t0000001354,"Тэдгээрийг гаргаж#0000001354 авах талаар үйл ажиллагаа хийгдэж байгаа юу? -Далайд 40, 50-иад машин унасан",16,гар
t0000001355,"Тэдгээрийг гаргаж авах талаар үйл ажиллагаа хийгдэж#0000001355 байгаа юу? -Далайд 40, 50-иад машин унасан",54,хий
t0000001356,"Судалгааны ""Дыбовский"" гэдэг онгоц өнгөрсөн жил живснийг өнгөрөгч тавдугаар сард#0000001356 эрэг дээр гаргасан",43,сар
t0000001357,"Судалгааны ""Дыбовский"" гэдэг онгоц өнгөрсөн жил живснийг өнгөрөгч тавдугаар сард эрэг дээр гаргасан#0000001357",16,гар
t0000001358,"Ер нь нутгийн иргэд эрэгт ойр, гүн#0000001358 живээгүй техник хэрэгслийг гаргаад авчихдаг",22,гүн
t0000001359,"Ер нь нутгийн иргэд эрэгт ойр, гүн живээгүй техник хэрэгслийг гаргаад#0000001359 авчихдаг",16,гар
t0000001360,"Эргээс  орчим, иод метрийн гүнд#0000001360 унасан машиныг гаргахын тулд эхлээд мөсийг хагалж, шумбагчид машиныг оосорлон татаж гаргасан",22,гүн
t0000001361,"Эргээс  орчим, иод метрийн гүнд унасан машиныг гаргахын#0000001361 тулд эхлээд мөсийг хагалж, шумбагчид машиныг оосорлон татаж гаргасан",16,гар
t0000001362,"Эргээс  орчим, иод метрийн гүнд унасан машиныг гаргахын тулд эхлээд мөсийг хагалж, шумбагчид машиныг оосорлон татаж гаргасан#0000001362",16,гар
t0000001363,"Эхлээд нутгийн иргэдээс живсэн машинуудын байршлыг асууж, газрын зурагт тэмдэглэгээ хийж#0000001363 байгаа аж",54,хий
t0000001364,"Удалгүй Солонго орж ирээд царай нь чинэрэн нүд#0000001364 нь гялалзаж, завьж нь татганаж байгаа эцгээ хараад буруу тийшээ эргэж, хэрэм бутарч эхэлснийг ойлгов.",37,нүд
t0000001365,"Харин Парагвай, Швед хоёроос Латин Америкийн баг#0000001365 л хоёроор гарах болов уу",7,баг
t0000001366,"Харин Парагвай, Швед хоёроос Латин Америкийн баг л хоёроор гарах#0000001366 болов уу",16,гар
t0000001367,Уг нь энэ удаагийн ДАШТд ийм гавьяа байгуулах баг#0000001367 бол яах аргагүй Зааны ясан эргийн улсын шигшээ юм л даа,7,баг
t0000001368,Бразил хэсгээсээ эс гарваас#0000001368 баруун зүгээс нар мандах буй заа,18,гар
t0000001369,Солонгосчууд эхний тоглолтоо Франкфурт хотод Того багийн#0000001369 эсрэг хийнэ,7,баг
t0000001370,Солонгосчууд эхний тоглолтоо Франкфурт хотод Того багийн эсрэг хийнэ#0000001370,54,хий
t0000001371,Африкийн баг#0000001371 саяхан болж өнгөрсөн тивийнхээ аваргад их л өнгөлөг харагдаж байсан,7,баг
t0000001372,"МАХНын XIX их хурлын шийдвэрийг хэрэгжүүлэх тухай асуудал хэлэлцсэн аймаг, хотын намын хорооны бүгд хурлууд намын байгууллагаас боловсон хүчин, хүнтэй ажиллах ажил намаас тавьж байгаа өнөөгийн өндөр шаардлагаас хоцорч байна гэсэн зарчмын дүгнэлт хийж,#0000001372 боловсон хүчнийг ажилд томилоод мартдаг, тусалж дэмжиж, сургаж хүмүүжүүлэхийн оронд халж солихыг урьдал болгодог, эсвэл туслах нэрийдлээр ажлыг нь шүүрэн авч хийж идэвх санаачилгыг нь бууруулж, бие даасан ажиллагааг хязгаарладаг, төлөвлөгөө биелж, бүтээгдэхүүн гарч, мал өсөж л байвал хүний амьдрал ахуй, соёлжилт, хангамж, эрэлт хэрэгцээг тэр болгон хайхардаггүй дутагдал цөөнгүй байгааг тодорхой баримтаар шүүмжилжээ",54,хий
t0000001373,"МАХНын XIX их хурлын шийдвэрийг хэрэгжүүлэх тухай асуудал хэлэлцсэн аймаг, хотын намын хорооны бүгд хурлууд намын байгууллагаас боловсон хүчин, хүнтэй ажиллах ажил намаас тавьж байгаа өнөөгийн өндөр шаардлагаас хоцорч байна гэсэн зарчмын дүгнэлт хийж, боловсон хүчнийг ажилд томилоод мартдаг, тусалж дэмжиж, сургаж хүмүүжүүлэхийн оронд халж солихыг урьдал болгодог, эсвэл туслах нэрийдлээр ажлыг нь шүүрэн авч хийж идэвх санаачилгыг нь бууруулж, бие даасан ажиллагааг хязгаарладаг, төлөвлөгөө биелж, бүтээгдэхүүн гарч,#0000001373 мал өсөж л байвал хүний амьдрал ахуй, соёлжилт, хангамж, эрэлт хэрэгцээг тэр болгон хайхардаггүй дутагдал цөөнгүй байгааг тодорхой баримтаар шүүмжилжээ",16,гар
t0000001374,Диллер хийж#0000001374 байх тогтоол Улс төрийн товчооноос аль 1988 онд гарсан,54,хий
t0000001375,Диллер хийж байх тогтоол Улс төрийн#0000001375 товчооноос аль 1988 онд гарсан,47,төр
t0000001376,Диллер хийж байх тогтоол Улс төрийн товчооноос аль  онд гарсан#0000001376,16,гар
t0000001377,Хүлээлгэж юу хийх#0000001377 вэ гэж тэвдүүлэв,54,хий
t0000001378,"Хэдийгээр энэ хэргүүдийн тухай хүмүүс ам#0000001378 дамжин ярьж, ерөнхийдөө цаад үнэнийг мэддэг ч ТТГ-аас илтгэлдээ чухам юу гэж онцолж байсныг мэдэх нь туйлын сонин байгаа ажээ",3,ам
t0000001379,"Энэ бичиг баримтуудад гадаадад төдийгүй дотоодод хийгдэж#0000001379 байсан тагнуулын ажиллагаанууд, хүний туршилтууд, хүний хулгай, амь насанд халдах оролдлогуудын талаар дэлгэрэнгүй өгүүлжээ",54,хий
t0000001380,"Тухайлбал, аад оны ЗХУын тухай, мөн  оны хооронд ЗХУын гадагшаа бичсэн захидал болоод тус улсад ирж байсан захидлууд, онд БНХАУаас орж гарч#0000001380 байсан электрон захидлуудын тухай, гадаадын удирдагчдын амь насанд халдах оролдлогын тухай ялангуяа Кубын Фидель Кастрогийн амь насанд халдсан талаар, чагнаж тагнасан тухай гээд хэдэн зуун  хэргийн материал байгаа юм байна",16,гар
t0000001381,"Тухайлбал, аад оны ЗХУын тухай, мөн  оны хооронд ЗХУын гадагшаа бичсэн захидал болоод тус улсад ирж байсан захидлууд, онд БНХАУаас орж гарч байсан электрон захидлуудын тухай, гадаадын удирдагчдын амь насанд халдах оролдлогын тухай ялангуяа Кубын Фидель Кастрогийн амь насанд халдсан талаар, чагнаж тагнасан тухай гээд хэдэн зуун#0000001381  хэргийн материал байгаа юм байна",29,зуу
t0000001382,Юутай ч дэлхийн хамгийн сонирхолтой үеийн түүх#0000001382 нэг талаасаа ил гарлаа,49,түүх
t0000001383,Юутай ч дэлхийн хамгийн сонирхолтой үеийн түүх нэг талаасаа ил гарлаа#0000001383,16,гар
t0000001384,"Нэг мэдсэн чинь хэл ам#0000001384 нь хар ногоон болчихсон чарлаж хэвтэх нь тэр"" гэж ярьснаас үзвэл эрхбиш бага насыг дайрсан байлгүй",3,ам
t0000001385,"Аяганы уут, хөөрөгний даалин, оймсны хараа зэрэг хээ угалзтай, гоёлын юм хийхдээ#0000001385 хуучцуулын хэлдгээр ""ургаж унатал"" урладагсан",54,хий
t0000001386,Ээж ачааны тэн өргөж тэмээний нуруун#0000001386 дээр гарган надаар түшүүлчихээд нөгөө талд нь очиж өөрийнхөө тэнг өргөх маягаар нүүдэг,35,нуруу
t0000001387,Ээж ачааны тэн өргөж тэмээний нуруун дээр гарган#0000001387 надаар түшүүлчихээд нөгөө талд нь очиж өөрийнхөө тэнг өргөх маягаар нүүдэг,18,гар
t0000001388, хүнийг халдваргүйжүүлэн хориотой бүсээс гаргажээ#0000001388,16,гар
t0000001389, Хүн үхнэ гэж бодвол юу ч хийж#0000001389 чадахгүй,54,хий
t0000001390,"Энтээ тэнтээд сүүхийсэн өндөр хар байцууд талстлаж, бургас улиас шуугилдан, асга шажигнуулан энгэр зайвраад асах сүрэг янгир шөнө атал гэрэлтэн цайвалзаж, Бодончийн гол#0000001390 сүртэйеэ хад алгадан урсах тэр шөнийн, тэр гайхамшигт хөндийн сүрлэгийг яана",20,гол
t0000001391,"Энтээ тэнтээд сүүхийсэн өндөр хар байцууд талстлаж, бургас улиас шуугилдан, асга шажигнуулан энгэр зайвраад асах сүрэг янгир шөнө атал гэрэлтэн цайвалзаж, Бодончийн гол сүртэйеэ хад алгадан урсах тэр шөнийн, тэр гайхамшигт хөндийн#0000001391 сүрлэгийг яана",58,хөндий
t0000001392,"Байтагийн баруун урдхантайх, Байтагийн гол#0000001392 гэж байсан санагдана, нэг сайхан тунгалаг голын хөвөөнд хонь хорхоглож, хээрийн хүлээн авалт хийлээ",20,гол
t0000001393,"Байтагийн баруун урдхантайх, Байтагийн гол гэж байсан санагдана, нэг сайхан тунгалаг голын#0000001393 хөвөөнд хонь хорхоглож, хээрийн хүлээн авалт хийлээ",20,гол
